4025, 459, 1537.19, 876.74, 1718.40, 1156.95, 0, 0.94
4025, 495, 2530.88, 820.70, 2670.32, 1070.47, 0, 0.37
4025, 373, 779.70, 538.73, 910.95, 713.74, 1, 0.70
4050, 434, 2187.16, 893.29, 2337.65, 1175.04, 0, 0.60
4050, 438, 2531.56, 820.08, 2673.90, 1069.84, 0, 0.83
4050, 459, 1536.70, 880.46, 1718.33, 1158.00, 0, 0.94
4075, 434, 2186.88, 892.31, 2337.78, 1175.13, 0, 0.72
4075, 438, 2531.02, 819.83, 2673.78, 1069.16, 0, 0.69
4075, 459, 1536.95, 877.47, 1717.44, 1156.80, 0, 0.96
4100, 434, 2187.79, 891.94, 2337.00, 1174.47, 0, 0.37
4100, 438, 2530.30, 819.72, 2673.76, 1069.77, 0, 0.34
4100, 459, 1536.64, 876.39, 1716.58, 1157.32, 0, 0.95
4100, 502, 4003.60, 902.16, 4096.00, 1122.79, 0, 0.57
4100, 503, 2800.14, 822.16, 2948.42, 1070.05, 0, 0.80
4125, 434, 2186.80, 892.19, 2336.89, 1174.36, 0, 0.60
4125, 438, 2529.30, 820.03, 2670.79, 1069.85, 0, 0.40
4125, 459, 1535.47, 876.95, 1716.38, 1157.39, 0, 0.95
4125, 502, 4003.44, 899.76, 4096.00, 1121.14, 0, 0.58
4125, 503, 2801.30, 815.99, 2945.11, 1062.87, 0, 0.89
4150, 434, 2186.81, 891.82, 2335.44, 1174.96, 0, 0.75
4150, 438, 2530.67, 818.86, 2673.23, 1069.69, 0, 0.53
4150, 459, 1535.91, 878.51, 1716.61, 1156.72, 0, 0.95
4150, 502, 4002.21, 910.62, 4096.00, 1124.57, 0, 0.54
4150, 503, 2803.06, 813.99, 2941.84, 1060.50, 0, 0.95
4175, 434, 2185.24, 892.64, 2335.63, 1175.13, 0, 0.59
4175, 438, 2529.73, 819.65, 2670.49, 1069.87, 0, 0.28
4175, 459, 1534.20, 876.13, 1716.91, 1157.71, 0, 0.96
4175, 502, 3998.47, 907.90, 4095.92, 1125.25, 0, 0.55
4175, 503, 2807.61, 813.73, 2948.29, 1064.23, 0, 0.95
4200, 434, 2185.74, 892.36, 2336.57, 1176.86, 0, 0.25
4200, 438, 2529.05, 819.06, 2669.46, 1069.93, 0, 0.41
4200, 459, 1534.85, 876.17, 1717.50, 1157.41, 0, 0.95
4200, 502, 3998.29, 914.66, 4095.91, 1131.02, 0, 0.55
4200, 503, 2809.01, 816.80, 2951.98, 1066.47, 0, 0.90
4200, 511, 3991.36, 908.13, 4090.91, 1126.78, 0, 0.35
4225, 434, 2186.31, 892.50, 2335.95, 1176.86, 0, 0.70
4225, 438, 2531.62, 820.27, 2672.77, 1070.25, 0, 0.74
4225, 459, 1535.00, 875.84, 1717.18, 1158.46, 0, 0.96
4225, 502, 3998.95, 918.86, 4095.86, 1131.17, 0, 0.51
4225, 503, 2809.53, 817.22, 2953.34, 1067.29, 0, 0.94
4225, 511, 3997.87, 916.78, 4094.75, 1129.54, 1, 0.27
4250, 434, 2186.36, 892.90, 2335.48, 1176.45, 0, 0.43
4250, 438, 2533.12, 821.12, 2674.16, 1069.51, 0, 0.73
4250, 459, 1534.09, 876.26, 1717.39, 1158.53, 0, 0.96
4250, 503, 2815.15, 818.70, 2953.76, 1066.63, 0, 0.94
4275, 434, 2185.73, 892.91, 2336.00, 1175.41, 0, 0.81
4275, 438, 2532.04, 820.55, 2670.35, 1070.10, 0, 0.49
4275, 459, 1534.88, 876.17, 1716.85, 1158.12, 0, 0.96
4275, 503, 2816.13, 818.40, 2944.66, 1065.21, 0, 0.94
4275, 502, 4000.15, 915.16, 4095.79, 1126.39, 0, 0.54
4300, 434, 2186.07, 892.84, 2336.13, 1175.24, 0, 0.85
4300, 438, 2532.82, 820.11, 2672.54, 1069.89, 0, 0.60
4300, 459, 1534.12, 874.93, 1717.03, 1158.59, 0, 0.95
4300, 503, 2810.85, 817.73, 2948.30, 1068.69, 0, 0.92
4300, 516, 3991.01, 907.67, 4090.39, 1120.49, 0, 0.54
4300, 502, 3999.52, 912.36, 4095.76, 1125.17, 0, 0.47
4325, 434, 2185.58, 893.46, 2336.84, 1174.36, 0, 0.68
4325, 438, 2530.85, 821.14, 2669.56, 1070.19, 0, 0.66
4325, 459, 1534.29, 875.56, 1717.49, 1157.98, 0, 0.96
4325, 503, 2791.93, 807.12, 2934.07, 1068.67, 0, 0.68
4325, 516, 3991.30, 908.35, 4090.77, 1121.68, 0, 0.39
